num_corre,dia_ocu,ano_ocu,hora_ocu,mes_ocu,dia_sem_ocu,mupio_ocu,depto_ocu,area_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh,fall_les,int_o_noint,anio
241,13,2016,3,1,3,201,2,2,99,1,63,1,3,28,2,2009,1,11,11,13,1,1,4,1,2,2016
242,13,2016,11,1,3,312,3,1,99,1,29,1,4,999,5,9999,1,4,4,6,2,1,6,2,1,2016
243,14,2016,20,1,4,101,1,1,11,2,32,1,1,27,4,2012,1,5,5,7,4,3,5,2,1,2016
244,14,2016,21,1,4,1901,19,1,99,1,20,1,1,52,5,1997,1,3,3,5,4,3,3,2,1,2016
245,14,2016,21,1,4,1901,19,1,99,2,41,1,1,52,5,1997,1,7,7,9,4,3,3,2,1,2016
246,14,2016,16,1,4,513,5,2,99,2,13,2,4,6,9,9999,1,1,1,3,3,2,6,2,1,2016
247,14,2016,20,1,4,513,5,2,99,1,26,1,4,18,1,9999,1,4,4,6,4,3,6,1,2,2016
248,14,2016,17,1,4,1412,14,1,99,1,55,1,4,999,1,9999,1,10,10,12,3,2,6,2,1,2016
249,14,2016,20,1,4,701,7,1,99,2,52,1,1,999,4,2000,1,9,9,11,4,3,4,2,1,2016
250,14,2016,12,1,4,401,4,1,99,1,31,1,3,34,1,2013,1,5,5,7,3,2,5,2,1,2016
251,15,2016,1,1,5,101,1,1,11,1,999,1,1,27,5,1992,1,16,12,18,1,1,3,1,2,2016
252,15,2016,1,1,5,101,1,1,11,1,22,1,1,27,5,1992,1,3,3,5,1,1,3,2,1,2016
253,15,2016,18,1,5,117,1,1,99,1,26,1,4,999,99,9999,1,4,4,6,4,3,6,2,1,2016
254,15,2016,23,1,5,2212,22,2,99,1,82,1,1,27,4,9999,1,15,11,17,4,3,6,1,2,2016
255,15,2016,23,1,5,1901,19,1,99,1,23,1,1,69,3,9999,1,3,3,5,4,3,6,2,1,2016
256,15,2016,23,1,5,1901,19,1,99,2,23,1,1,69,3,9999,1,3,3,5,4,3,6,2,1,2016
257,15,2016,20,1,5,513,5,2,99,1,30,1,4,18,1,9999,1,5,5,7,4,3,6,1,2,2016
258,15,2016,19,1,5,609,6,2,99,1,38,1,2,52,2,9999,3,6,6,8,4,3,6,1,2,2016
259,15,2016,22,1,5,1003,10,2,99,1,31,1,2,67,2,1998,1,5,5,7,4,3,3,2,1,2016
260,15,2016,7,1,5,1107,11,2,99,1,34,1,4,6,5,9999,1,5,5,7,2,1,6,1,2,2016
261,15,2016,7,1,5,1107,11,2,99,1,23,1,12,30,7,9999,1,3,3,5,2,1,6,2,1,2016
262,15,2016,20,1,5,1210,12,2,99,2,18,1,7,999,99,9999,2,2,2,4,4,3,6,2,1,2016
263,15,2016,20,1,5,1210,12,2,99,1,24,1,7,999,99,9999,2,3,3,5,4,3,6,2,1,2016
264,15,2016,20,1,5,1210,12,2,99,2,33,1,7,999,99,9999,2,5,5,7,4,3,6,2,1,2016
265,15,2016,20,1,5,1210,12,2,99,1,23,1,7,999,99,9999,2,3,3,5,4,3,6,2,1,2016
266,15,2016,20,1,5,1210,12,2,99,2,23,1,7,999,99,9999,2,3,3,5,4,3,6,2,1,2016
267,15,2016,20,1,5,1210,12,2,99,1,23,1,7,999,99,9999,2,3,3,5,4,3,6,2,1,2016
268,15,2016,20,1,5,1210,12,2,99,2,37,1,7,999,99,9999,2,6,6,8,4,3,6,2,1,2016
269,15,2016,20,1,5,1210,12,2,99,1,11,2,7,999,99,9999,2,1,1,3,4,3,6,2,1,2016
270,15,2016,5,1,5,1301,13,2,99,1,12,2,9,69,6,9999,3,1,1,3,1,1,6,1,2,2016
271,15,2016,5,1,5,1301,13,2,99,1,38,1,9,69,6,9999,3,6,6,8,1,1,6,1,2,2016
272,15,2016,5,1,5,1301,13,2,99,1,34,1,9,69,6,9999,3,5,5,7,1,1,6,2,1,2016
273,15,2016,5,1,5,1301,13,2,99,2,34,1,9,69,6,9999,3,5,5,7,1,1,6,2,1,2016
274,15,2016,5,1,5,1301,13,2,99,2,12,2,9,69,6,9999,3,1,1,3,1,1,6,2,1,2016
275,15,2016,5,1,5,1301,13,2,99,2,34,1,9,69,6,9999,3,5,5,7,1,1,6,2,1,2016
276,15,2016,5,1,5,1301,13,2,99,2,34,1,9,69,6,9999,3,5,5,7,1,1,6,2,1,2016
277,15,2016,10,1,5,1607,16,2,99,1,29,1,4,67,1,9999,4,4,4,6,2,1,6,2,1,2016
278,15,2016,10,1,5,1607,16,2,99,1,31,1,4,67,1,9999,4,5,5,7,2,1,6,2,1,2016
279,15,2016,20,1,5,1801,18,2,99,1,19,1,4,67,3,9999,1,2,2,4,4,3,6,2,1,2016
280,15,2016,13,1,5,1712,17,1,99,1,26,1,4,54,5,9999,1,4,4,6,3,2,6,2,1,2016
281,15,2016,20,1,5,1714,17,2,99,1,34,1,4,67,6,9999,1,5,5,7,4,3,6,2,1,2016
282,15,2016,20,1,5,1714,17,2,99,1,10,2,4,67,6,9999,1,1,1,3,4,3,6,2,1,2016
283,15,2016,10,1,5,1412,14,2,99,1,40,1,4,27,1,9999,2,7,7,9,2,1,6,2,2,2016
284,15,2016,7,1,5,701,7,2,99,1,35,1,2,69,11,9999,4,6,6,8,2,1,6,2,2,2016
285,15,2016,7,1,5,701,7,2,99,1,32,1,2,69,11,9999,4,5,5,7,2,1,6,2,1,2016
286,15,2016,7,1,5,701,7,2,99,2,24,1,2,69,11,9999,4,3,3,5,2,1,6,2,1,2016
287,15,2016,7,1,5,701,7,2,99,1,7,2,2,69,11,9999,4,1,1,2,2,1,6,2,2,2016
288,15,2016,7,1,5,701,7,2,99,1,3,2,2,69,11,9999,4,1,1,1,2,1,6,2,2,2016
289,15,2016,14,1,5,410,4,2,99,1,28,1,4,6,1,9999,1,4,4,6,3,2,6,2,1,2016
290,16,2016,11,1,6,101,1,1,9,2,23,1,4,6,5,9999,1,3,3,5,2,1,6,2,1,2016
291,16,2016,11,1,6,101,1,1,9,1,26,1,4,6,5,9999,1,4,4,6,2,1,6,2,1,2016
292,16,2016,23,1,6,101,1,1,25,1,35,1,4,6,1,9999,2,6,6,8,4,3,6,1,2,2016
293,16,2016,6,1,6,101,1,1,7,1,44,1,2,10,11,9999,2,7,7,9,2,1,6,1,2,2016
294,16,2016,6,1,6,101,1,1,7,1,16,2,2,10,11,9999,2,2,2,4,2,1,6,2,1,2016
295,16,2016,6,1,6,101,1,1,7,2,44,1,2,10,11,9999,2,7,7,9,2,1,6,1,2,2016
296,16,2016,17,1,6,101,1,1,12,1,33,1,4,3,5,9999,1,5,5,7,3,2,6,2,1,2016
297,16,2016,23,1,6,1902,19,2,99,1,59,1,3,56,1,9999,4,10,10,12,4,3,6,2,1,2016
298,16,2016,8,1,6,501,5,1,99,1,26,1,4,999,99,9999,1,4,4,6,2,1,6,2,1,2016
299,16,2016,20,1,6,1001,10,1,99,1,72,1,3,69,4,9999,1,13,11,15,4,3,6,2,1,2016
300,16,2016,1,1,6,1001,10,1,99,1,40,1,4,999,99,9999,1,7,7,9,1,1,6,2,1,2016
301,16,2016,11,1,6,1101,11,1,99,2,26,1,14,6,1,9999,1,4,4,6,2,1,6,2,1,2016
302,16,2016,11,1,6,1101,11,1,99,1,50,1,14,6,1,9999,1,9,9,11,2,1,6,2,1,2016
303,16,2016,11,1,6,1101,11,1,99,1,2,2,14,6,1,9999,1,1,1,1,2,1,6,2,1,2016
304,16,2016,11,1,6,1101,11,1,99,2,51,1,14,6,1,9999,1,9,9,11,2,1,6,2,1,2016
305,16,2016,11,1,6,1101,11,1,99,2,16,2,14,6,1,9999,1,2,2,4,2,1,6,2,1,2016
306,16,2016,15,1,6,1201,12,1,99,1,999,1,4,999,4,9999,2,16,12,18,3,2,6,2,1,2016
307,16,2016,1,1,6,1703,17,1,99,1,56,1,4,27,5,9999,1,10,10,12,1,1,6,2,1,2016
308,16,2016,15,1,6,1703,17,2,99,1,24,1,4,32,4,9999,1,3,3,5,3,2,6,2,1,2016
309,16,2016,15,1,6,401,4,1,99,1,24,1,4,999,4,9999,2,3,3,5,3,2,6,2,1,2016
310,17,2016,13,1,7,101,1,1,1,1,24,1,4,67,4,2013,1,3,3,5,3,2,5,2,1,2016
311,17,2016,1,1,7,101,1,1,5,2,999,1,4,20,5,9999,4,16,12,18,1,1,6,2,1,2016
312,17,2016,0,1,7,101,1,1,7,1,28,1,4,999,1,9999,1,4,4,6,1,1,6,2,1,2016
313,17,2016,0,1,7,101,1,1,7,1,28,1,4,999,1,9999,1,4,4,6,1,1,6,2,1,2016
314,17,2016,3,1,7,101,1,1,12,1,29,1,1,48,2,9999,3,4,4,6,1,1,6,2,1,2016
315,17,2016,18,1,7,113,1,2,99,1,30,1,4,999,99,9999,1,5,5,7,4,3,6,2,1,2016
316,17,2016,19,1,7,2001,20,2,99,1,43,1,9,69,6,2004,1,7,7,9,4,3,4,2,1,2016
317,17,2016,22,1,7,1902,19,2,99,2,50,1,3,56,1,9999,2,9,9,11,4,3,6,2,1,2016
318,17,2016,22,1,7,1902,19,2,99,1,58,1,3,56,1,9999,2,10,10,12,4,3,6,2,1,2016
319,17,2016,20,1,7,1902,19,2,99,1,999,1,3,69,1,9999,1,16,12,18,4,3,6,2,1,2016
320,17,2016,20,1,7,1902,19,2,99,1,999,1,3,69,1,9999,1,16,12,18,4,3,6,2,1,2016
321,17,2016,9,1,7,1301,13,1,99,1,27,1,4,999,5,9999,1,4,4,6,2,1,6,2,1,2016
322,17,2016,7,1,7,1601,16,2,99,1,12,2,3,69,2,9999,4,1,1,3,2,1,6,1,2,2016
323,17,2016,18,1,7,710,7,2,99,1,999,1,1,51,3,9999,1,16,12,18,4,3,6,2,1,2016
324,18,2016,22,1,1,101,1,1,18,1,19,1,1,999,99,9999,1,2,2,4,4,3,6,2,1,2016
325,18,2016,20,1,1,101,1,1,21,1,29,1,3,31,2,2012,1,4,4,6,4,3,5,2,1,2016
326,18,2016,14,1,1,101,1,1,7,1,20,1,4,6,5,2015,1,3,3,5,3,2,5,2,1,2016
327,18,2016,6,1,1,2203,22,2,99,1,22,1,4,67,5,9999,4,3,3,5,2,1,6,1,2,2016
328,18,2016,17,1,1,2212,22,2,99,1,46,1,3,48,4,9999,1,8,8,10,3,2,6,1,2,2016
329,18,2016,8,1,1,1904,19,2,99,1,41,1,3,69,1,1989,2,7,7,9,2,1,2,2,1,2016
330,18,2016,15,1,1,1904,19,2,99,1,31,1,1,52,99,2015,1,5,5,7,3,2,5,2,1,2016
331,18,2016,8,1,1,1010,10,2,99,1,22,1,4,6,5,9999,1,3,3,5,2,1,6,1,2,2016
332,18,2016,16,1,1,1101,11,2,99,1,15,2,3,69,99,1988,1,2,2,4,3,2,2,2,2,2016
333,18,2016,16,1,1,901,9,2,99,1,999,1,3,999,9,9999,3,16,12,18,3,2,6,1,2,2016
334,18,2016,9,1,1,1603,16,2,99,2,18,1,1,10,2,9999,1,2,2,4,2,1,6,2,2,2016
335,18,2016,9,1,1,1603,16,2,99,2,17,2,1,10,2,9999,1,2,2,4,2,1,6,2,2,2016
336,18,2016,17,1,1,208,2,2,99,1,35,1,1,28,2,2016,1,6,6,8,3,2,5,2,1,2016
337,18,2016,17,1,1,208,2,2,99,2,65,1,1,28,2,2016,1,12,11,14,3,2,5,2,1,2016
338,18,2016,17,1,1,208,2,2,99,1,10,2,1,28,2,2016,1,1,1,3,3,2,5,2,1,2016
339,18,2016,17,1,1,208,2,2,99,2,41,1,1,28,2,2016,1,7,7,9,3,2,5,2,1,2016
340,19,2016,23,1,2,101,1,1,5,1,32,1,2,41,9,2004,1,5,5,7,4,3,4,2,1,2016
341,19,2016,6,1,2,109,1,1,99,1,41,1,99,999,99,9999,99,7,7,9,2,1,6,2,1,2016
342,19,2016,17,1,2,1907,19,2,99,2,49,1,2,52,3,2000,1,8,8,10,3,2,4,2,1,2016
343,19,2016,6,1,2,511,5,2,99,1,41,1,4,6,5,9999,1,7,7,9,2,1,6,2,1,2016
344,19,2016,16,1,2,506,5,2,99,2,31,1,4,32,5,9999,1,5,5,7,3,2,6,1,2,2016
345,19,2016,13,1,2,608,6,2,99,1,34,1,4,27,1,9999,1,5,5,7,3,2,6,2,1,2016
346,19,2016,13,1,2,608,6,2,99,2,25,1,4,27,1,9999,1,4,4,6,3,2,6,2,1,2016
347,19,2016,19,1,2,1602,16,2,99,1,25,1,99,999,99,9999,2,4,4,6,4,3,6,2,1,2016
348,19,2016,19,1,2,1602,16,2,99,1,22,1,99,999,99,9999,2,3,3,5,4,3,6,2,1,2016
349,19,2016,8,1,2,1501,15,2,99,1,37,1,3,69,1,1987,1,6,6,8,2,1,2,2,1,2016
350,19,2016,8,1,2,1501,15,2,99,1,17,2,3,69,1,1987,1,2,2,4,2,1,2,2,1,2016
351,19,2016,8,1,2,1501,15,2,99,2,6,2,3,69,1,1987,1,1,1,2,2,1,2,2,1,2016
352,19,2016,8,1,2,1501,15,2,99,2,38,1,3,69,1,1987,1,6,6,8,2,1,2,2,1,2016
353,19,2016,8,1,2,1501,15,2,99,1,19,1,3,69,1,1987,1,2,2,4,2,1,2,2,1,2016
354,19,2016,15,1,2,401,4,2,99,1,54,1,4,999,99,9999,1,9,9,11,3,2,6,2,1,2016
355,20,2016,5,1,3,101,1,1,1,2,22,1,10,28,2,9999,1,3,3,5,1,1,6,2,1,2016
356,20,2016,5,1,3,101,1,1,1,2,25,1,10,28,2,9999,1,4,4,6,1,1,6,2,1,2016
357,20,2016,6,1,3,101,1,1,1,1,30,1,4,6,1,2013,1,5,5,7,2,1,5,2,1,2016
358,20,2016,15,1,3,102,1,2,99,2,39,1,14,6,1,9999,3,6,6,8,3,2,6,2,1,2016
359,20,2016,15,1,3,102,1,2,99,1,64,1,14,6,1,9999,3,11,11,13,3,2,6,2,1,2016
360,20,2016,15,1,3,102,1,2,99,1,37,1,14,6,1,9999,3,6,6,8,3,2,6,2,1,2016
361,20,2016,15,1,3,102,1,2,99,2,30,1,14,6,1,9999,3,5,5,7,3,2,6,2,1,2016
362,20,2016,2,1,3,2202,22,2,99,1,19,1,4,67,5,9999,4,2,2,4,1,1,6,2,2,2016
363,20,2016,6,1,3,2215,22,2,99,1,27,1,3,69,4,1985,1,4,4,6,2,1,2,2,1,2016
364,20,2016,6,1,3,2215,22,2,99,1,34,1,3,69,4,1985,1,5,5,7,2,1,2,2,1,2016
365,20,2016,6,1,3,2215,22,2,99,1,999,1,3,69,4,1985,1,16,12,18,2,1,2,2,1,2016
366,20,2016,15,1,3,2205,22,2,99,1,24,1,4,27,5,2012,4,3,3,5,3,2,5,2,1,2016
367,20,2016,15,1,3,2205,22,2,99,1,29,1,4,27,5,2012,4,4,4,6,3,2,5,2,1,2016
368,20,2016,18,1,3,2214,22,2,99,1,12,2,1,52,99,9999,1,1,1,3,4,3,6,2,1,2016
369,20,2016,18,1,3,2214,22,2,99,2,75,1,1,52,99,9999,1,14,11,16,4,3,6,2,1,2016
370,20,2016,19,1,3,1909,19,2,99,1,20,1,99,999,99,9999,1,3,3,5,4,3,6,2,1,2016
371,20,2016,19,1,3,1909,19,2,99,2,21,1,99,999,99,9999,1,3,3,5,4,3,6,2,1,2016
372,20,2016,19,1,3,1909,19,2,99,1,999,1,99,999,99,9999,1,16,12,18,4,3,6,2,1,2016
373,20,2016,13,1,3,608,6,2,99,1,32,1,4,27,1,9999,1,5,5,7,3,2,6,2,1,2016
374,20,2016,17,1,3,614,6,2,99,1,46,1,4,1,5,9999,1,8,8,10,3,2,6,2,1,2016
375,20,2016,17,1,3,614,6,2,99,1,33,1,4,1,5,9999,1,5,5,7,3,2,6,2,1,2016
376,20,2016,22,1,3,1004,10,2,99,1,45,1,5,999,99,9999,1,8,8,10,4,3,6,1,2,2016
377,20,2016,22,1,3,1015,10,2,99,1,28,1,4,6,5,9999,2,4,4,6,4,3,6,2,1,2016
378,20,2016,22,1,3,1015,10,2,99,1,26,1,4,6,5,9999,2,4,4,6,4,3,6,2,1,2016
379,20,2016,16,1,3,1105,11,1,99,2,33,1,4,18,5,9999,1,5,5,7,3,2,6,2,1,2016
380,20,2016,0,1,3,919,9,2,99,1,22,1,11,69,2,9999,2,3,3,5,1,1,6,2,1,2016
381,20,2016,10,1,3,1307,13,2,99,1,22,1,4,27,5,9999,1,3,3,5,2,1,6,2,1,2016
382,20,2016,18,1,3,1609,16,1,99,1,24,1,4,27,5,9999,4,3,3,5,4,3,6,2,1,2016
383,20,2016,11,1,3,1801,18,2,99,1,63,1,4,999,99,9999,1,11,11,13,2,1,6,1,2,2016
384,20,2016,7,1,3,1416,14,2,99,1,21,1,4,76,5,9999,1,3,3,5,2,1,6,1,2,2016
385,20,2016,7,1,3,303,3,2,99,2,48,1,4,64,99,2016,4,8,8,10,2,1,5,2,1,2016
386,21,2016,16,1,4,101,1,1,17,1,35,1,4,999,99,9999,1,6,6,8,3,2,6,2,1,2016
387,21,2016,3,1,4,101,1,1,13,1,17,2,4,20,4,2002,1,2,2,4,1,1,4,2,1,2016
388,21,2016,3,1,4,101,1,1,13,2,23,1,4,20,4,2002,1,3,3,5,1,1,4,2,1,2016
389,21,2016,13,1,4,101,1,1,7,1,40,1,1,69,3,2003,1,7,7,9,3,2,4,2,1,2016
390,21,2016,19,1,4,2107,21,2,99,1,29,1,4,999,5,9999,1,4,4,6,4,3,6,2,1,2016
391,21,2016,19,1,4,2107,21,2,99,2,21,1,4,999,5,9999,1,3,3,5,4,3,6,2,1,2016
392,21,2016,19,1,4,2107,21,2,99,1,33,1,4,6,5,9999,1,5,5,7,4,3,6,2,1,2016
393,21,2016,19,1,4,2107,21,2,99,2,21,1,4,6,5,9999,1,3,3,5,4,3,6,2,1,2016
394,21,2016,17,1,4,511,5,2,99,1,35,1,6,30,14,9999,3,6,6,8,3,2,6,2,1,2016
395,21,2016,17,1,4,511,5,2,99,2,26,1,6,30,14,9999,3,4,4,6,3,2,6,1,2,2016
396,21,2016,9,1,4,1613,16,2,99,1,23,1,4,6,3,9999,4,3,3,5,2,1,6,1,2,2016
397,21,2016,15,1,4,1801,18,2,99,1,21,1,4,27,1,2006,1,3,3,5,3,2,4,2,2,2016
398,21,2016,13,1,4,1707,17,1,99,1,17,2,4,999,1,9999,1,2,2,4,3,2,6,2,1,2016
399,21,2016,13,1,4,1707,17,1,99,1,21,1,4,999,1,9999,1,3,3,5,3,2,6,2,1,2016
400,21,2016,20,1,4,713,7,2,99,1,18,1,14,6,1,9999,3,2,2,4,4,3,6,2,2,2016
401,21,2016,20,1,4,719,7,2,99,1,22,1,4,6,1,9999,4,3,3,5,4,3,6,2,2,2016
402,22,2016,17,1,5,109,1,1,99,2,21,1,4,999,99,9999,1,3,3,5,3,2,6,2,1,2016
403,22,2016,11,1,5,117,1,1,99,1,35,1,4,999,99,9999,1,6,6,8,2,1,6,1,2,2016
404,22,2016,18,1,5,2201,22,1,99,1,46,1,3,17,99,9999,1,8,8,10,4,3,6,2,1,2016
405,22,2016,8,1,5,1103,11,2,99,1,23,1,4,3,5,9999,4,3,3,5,2,1,6,2,1,2016
406,22,2016,8,1,5,1103,11,2,99,1,55,1,4,3,5,9999,4,10,10,12,2,1,6,2,1,2016
407,22,2016,17,1,5,1101,11,1,99,2,29,1,4,32,5,9999,2,4,4,6,3,2,6,2,1,2016
408,22,2016,6,1,5,901,9,1,99,1,61,1,4,999,99,9999,1,11,11,13,2,1,6,2,1,2016
409,22,2016,12,1,5,917,9,2,99,1,32,1,4,6,3,9999,1,5,5,7,3,2,6,2,1,2016
410,22,2016,9,1,5,207,2,2,99,1,33,1,3,999,5,9999,1,5,5,7,2,1,6,2,1,2016
411,22,2016,7,1,5,410,4,2,99,2,39,1,2,999,99,9999,1,6,6,8,2,1,6,2,1,2016
412,22,2016,7,1,5,410,4,2,99,2,60,1,2,999,99,9999,1,11,11,13,2,1,6,2,1,2016
413,23,2016,4,1,6,101,1,1,1,1,999,1,1,69,2,9999,3,16,12,18,1,1,6,1,2,2016
414,23,2016,4,1,6,101,1,1,1,2,33,1,1,69,2,9999,3,5,5,7,1,1,6,2,1,2016
415,23,2016,4,1,6,101,1,1,1,1,13,2,1,69,2,9999,3,1,1,3,1,1,6,2,1,2016
416,23,2016,18,1,6,101,1,1,1,2,16,2,3,69,2,1995,1,2,2,4,4,3,3,2,1,2016
417,23,2016,18,1,6,101,1,1,1,1,9,2,3,69,2,1995,1,1,1,2,4,3,3,2,1,2016
418,23,2016,21,1,6,101,1,1,11,2,25,1,1,67,4,9999,1,4,4,6,4,3,6,1,2,2016
419,23,2016,21,1,6,101,1,1,11,2,999,1,1,67,4,9999,1,16,12,18,4,3,6,2,1,2016
420,23,2016,15,1,6,101,1,1,13,1,20,1,4,67,2,2012,1,3,3,5,3,2,5,2,1,2016
421,23,2016,0,1,6,101,1,1,7,1,26,1,1,27,4,9999,1,4,4,6,1,1,6,2,1,2016
422,23,2016,0,1,6,101,1,1,7,1,999,1,1,52,3,2003,1,16,12,18,1,1,4,2,1,2016
423,23,2016,0,1,6,2007,20,1,99,1,21,1,4,67,3,9999,2,3,3,5,1,1,6,2,1,2016
424,23,2016,4,1,6,1907,19,2,99,1,24,1,4,67,3,9999,2,3,3,5,1,1,6,1,2,2016
425,23,2016,4,1,6,509,5,2,99,1,33,1,4,6,5,9999,2,5,5,7,1,1,6,1,2,2016
426,23,2016,21,1,6,1106,11,2,99,1,999,1,4,18,5,9999,1,16,12,18,4,3,6,2,1,2016
427,23,2016,1,1,6,1507,15,2,99,1,20,1,3,69,8,1989,1,3,3,5,1,1,2,2,1,2016
428,23,2016,23,1,6,1503,15,1,99,1,24,1,4,67,5,9999,1,3,3,5,4,3,6,2,2,2016
429,23,2016,23,1,6,1503,15,1,99,2,25,1,4,67,5,9999,1,4,4,6,4,3,6,2,2,2016
430,23,2016,0,1,6,1507,15,2,99,2,20,1,3,69,4,9999,1,3,3,5,1,1,6,2,1,2016
431,23,2016,19,1,6,1804,18,2,99,1,20,1,3,69,9,9999,1,3,3,5,4,3,6,1,2,2016
432,23,2016,18,1,6,406,4,2,99,1,21,1,4,6,5,9999,1,3,3,5,4,3,6,2,1,2016
433,24,2016,3,1,7,101,1,1,5,2,26,1,1,27,2,1994,2,4,4,6,1,1,3,1,2,2016
434,24,2016,3,1,7,101,1,1,5,2,19,1,1,27,2,1994,2,2,2,4,1,1,3,2,1,2016
435,24,2016,15,1,7,101,1,1,5,1,37,1,4,27,5,2007,1,6,6,8,3,2,4,2,1,2016
436,24,2016,3,1,7,109,1,2,99,1,27,1,1,999,99,9999,3,4,4,6,1,1,6,2,1,2016
437,24,2016,3,1,7,109,1,2,99,1,25,1,1,999,99,9999,3,4,4,6,1,1,6,2,1,2016
438,24,2016,2,1,7,116,1,1,99,1,25,1,4,32,1,2015,1,4,4,6,1,1,5,2,1,2016
439,24,2016,14,1,7,901,9,1,99,1,23,1,4,18,99,2014,1,3,3,5,3,2,5,2,1,2016
440,24,2016,12,1,7,1215,12,2,99,1,64,1,12,999,2,9999,2,11,11,13,3,2,6,1,2,2016
441,24,2016,22,1,7,1215,12,2,99,1,999,1,4,999,99,9999,1,16,12,18,4,3,6,1,2,2016
442,24,2016,0,1,7,1604,16,2,99,1,30,1,4,18,99,2014,1,5,5,7,1,1,5,2,1,2016
443,24,2016,19,1,7,403,4,2,99,1,999,1,4,77,4,9999,1,16,12,18,4,3,6,2,1,2016
444,25,2016,10,1,1,101,1,1,18,1,35,1,5,28,2,9999,2,6,6,8,2,1,6,1,2,2016
445,25,2016,15,1,1,101,1,1,18,1,28,1,4,999,99,9999,1,4,4,6,3,2,6,2,1,2016
446,25,2016,17,1,1,2101,21,2,99,1,32,1,4,6,3,9999,1,5,5,7,3,2,6,2,1,2016
447,25,2016,11,1,1,2011,20,2,99,2,30,1,9,69,2,2009,1,5,5,7,2,1,4,2,1,2016
448,25,2016,7,1,1,1101,11,2,99,1,999,1,4,6,3,9999,1,16,12,18,2,1,6,2,1,2016
449,25,2016,9,1,1,1101,11,2,99,1,38,1,4,999,5,9999,1,6,6,8,2,1,6,2,1,2016
450,25,2016,9,1,1,1101,11,2,99,1,29,1,4,999,5,9999,1,4,4,6,2,1,6,2,1,2016
451,25,2016,9,1,1,1101,11,2,99,2,10,2,4,999,5,9999,1,1,1,3,2,1,6,2,1,2016
452,25,2016,9,1,1,1101,11,2,99,1,6,2,4,999,5,9999,1,1,1,2,2,1,6,2,1,2016
453,25,2016,17,1,1,901,9,1,99,1,19,1,4,67,4,2016,1,2,2,4,3,2,5,2,1,2016
454,25,2016,18,1,1,1507,15,2,99,2,33,1,4,27,5,9999,1,5,5,7,4,3,6,2,1,2016
455,25,2016,18,1,1,1507,15,2,99,1,18,1,4,67,1,9999,1,2,2,4,4,3,6,2,1,2016
456,25,2016,14,1,1,1701,17,1,99,2,41,1,14,6,1,2009,1,7,7,9,3,2,4,2,2,2016
457,25,2016,9,1,1,1401,14,2,99,1,39,1,3,999,3,9999,3,6,6,8,2,1,6,1,2,2016
458,25,2016,9,1,1,1401,14,2,99,1,42,1,3,999,3,9999,3,7,7,9,2,1,6,2,1,2016
459,25,2016,9,1,1,1401,14,2,99,2,21,1,3,999,3,9999,3,3,3,5,2,1,6,1,2,2016
460,25,2016,9,1,1,1401,14,2,99,2,44,1,3,999,3,9999,3,7,7,9,2,1,6,2,1,2016
461,25,2016,9,1,1,1401,14,2,99,2,3,2,3,999,3,9999,3,1,1,1,2,1,6,2,1,2016
462,25,2016,9,1,1,1401,14,2,99,1,5,2,3,999,3,9999,3,1,1,2,2,1,6,2,1,2016
463,25,2016,9,1,1,1401,14,2,99,1,27,1,3,999,3,9999,3,4,4,6,2,1,6,2,1,2016
464,25,2016,9,1,1,1401,14,2,99,2,3,2,3,999,3,9999,3,1,1,1,2,1,6,2,1,2016
465,25,2016,9,1,1,1401,14,2,99,2,19,1,3,999,3,9999,3,2,2,4,2,1,6,2,1,2016
466,26,2016,21,1,2,108,1,2,99,2,52,1,9,52,2,2011,2,9,9,11,4,3,5,2,1,2016
467,26,2016,21,1,2,108,1,2,99,2,29,1,9,52,2,2011,2,4,4,6,4,3,5,2,1,2016
468,26,2016,21,1,2,108,1,2,99,2,49,1,9,52,2,2011,2,8,8,10,4,3,5,2,1,2016
469,26,2016,8,1,2,117,1,1,99,1,26,1,1,999,99,9999,3,4,4,6,2,1,6,1,2,2016
470,26,2016,13,1,2,1104,11,2,99,2,17,2,4,6,5,2009,2,2,2,4,3,2,4,2,2,2016
471,26,2016,18,1,2,1501,15,2,99,1,27,1,4,67,5,9999,1,4,4,6,4,3,6,1,2,2016
472,26,2016,18,1,2,1501,15,2,99,1,37,1,4,67,5,9999,1,6,6,8,4,3,6,1,2,2016
473,26,2016,19,1,2,1801,18,2,99,1,23,1,4,999,99,9999,2,3,3,5,4,3,6,1,2,2016
474,26,2016,3,1,2,1703,17,2,99,1,19,1,4,67,5,2011,2,2,2,4,1,1,5,2,2,2016
475,26,2016,18,1,2,401,4,1,99,1,20,1,4,76,3,2012,1,3,3,5,4,3,5,2,1,2016
476,27,2016,9,1,3,101,1,1,1,2,30,1,4,27,5,9999,1,5,5,7,2,1,6,2,1,2016
477,27,2016,17,1,3,107,1,2,99,1,14,2,3,69,3,9999,1,1,1,3,3,2,6,1,2,2016
478,27,2016,21,1,3,101,1,2,7,1,16,2,4,999,99,9999,4,2,2,4,4,3,6,1,1,2016
479,27,2016,19,1,3,2217,22,2,99,1,52,1,1,69,99,1996,1,9,9,11,4,3,3,2,1,2016
